Employee ID,Departments ,Promoted,Review,Projects,Salary,Tenure,Satisfaction,avg_hrs_month,left
30028926,sales,0,0.67,2,low,4,0.9,229,0
30028927,accounting,0,0.64,3,low,3,0.63,180,0
30028928,support,0,0.72,3,low,2,0.71,271,0
30028929,technical,0,0.68,5,low,3,0.71,226,0
30028930,management,0,0.62,4,low,2,0.95,150,0
30028931,marketing,0,0.86,4,low,3,0.51,260,0
30028932,marketing,0,0.91,4,low,3,0.77,161,0
30028933,marketing,0,0.51,3,low,3,0.48,136,0
30028934,sales,0,0.91,2,low,2,0.93,238,0
30028935,sales,0,0.86,4,low,4,0.83,98,0
30028936,sales,0,0.73,5,low,4,0.61,156,0
30028937,sales,0,0.89,4,low,2,0.97,248,0
30028938,sales,0,0.81,3,low,2,0.5,170,0
30028939,sales,0,0.54,3,low,3,0.84,245,0
30028940,sales,0,0.38,4,low,5,0.58,203,0
30028941,sales,0,0.72,3,medium,3,0.59,182,0
30028942,sales,1,0.83,3,medium,3,0.77,175,0
30028943,sales,1,0.4,4,medium,5,0.78,145,0
30028944,sales,1,0.96,4,medium,3,0.6,220,0
30028945,sales,1,0.77,4,medium,2,0.53,259,0
30028946,sales,1,0.69,3,medium,2,0.73,228,0
30028947,sales,0,0.94,3,medium,3,0.76,189,0
30028948,sales,0,0.61,6,medium,3,0.12,257,0
30028949,sales,0,0.98,3,medium,6,0.2,180,0
30028950,sales,0,0.77,4,medium,3,0.5,180,0
30028951,sales,0,0.65,5,medium,2,0.79,215,0
30028952,sales,0,0.68,3,medium,2,0.96,132,0
30028953,accounting,0,0.69,5,high,2,0.26,213,0
30028954,accounting,0,0.72,4,low,3,0.8,173,0
30028955,accounting,0,0.71,3,medium,2,0.43,186,0
30028956,hr,0,0.71,4,medium,2,0.87,157,0
30028957,hr,0,0.75,4,medium,4,0.63,175,0
30028958,hr,0,0.48,3,medium,3,0.58,135,0
30028959,hr,0,0.42,4,low,5,0.2,256,0
30028960,technical,0,0.71,4,low,3,0.62,268,0
30028961,technical,0,0.94,5,low,3,0.91,159,0
30028962,technical,0,0.91,3,low,4,0.66,191,0
30028963,technical,0,0.81,3,low,2,0.53,275,0
30028964,technical,0,0.98,5,low,2,0.52,217,0
30028965,technical,0,0.88,6,low,4,1,201,0
30028966,technical,0,0.67,4,low,3,0.73,205,0
30028967,technical,0,0.67,3,low,2,0.65,240,0
30028968,technical,0,0.95,5,low,3,0.5,137,0
30028969,technical,0,0.59,4,low,2,0.94,241,0
30028970,technical,0,0.86,5,low,4,0.48,198,0
30028971,support,0,0.87,5,low,2,0.67,254,0
30028972,support,0,0.94,4,low,3,0.73,262,0
30028973,support,0,0.71,4,low,2,0.63,244,0
30028974,support,0,0.84,4,low,3,0.84,266,0
30028975,support,0,0.94,6,low,5,0.2,191,0
30028976,support,0,0.57,3,low,3,0.76,148,0
30028977,support,0,0.54,3,low,2,0.55,233,0
30028978,support,0,0.55,4,low,2,0.8,178,0
30028979,support,0,0.91,3,low,3,0.64,165,0
30028980,support,0,0.97,5,medium,6,0.59,179,0
30028981,support,0,0.98,3,medium,3,0.92,149,0
30028982,technical,0,0.76,3,medium,2,0.75,269,0
30028983,technical,0,0.74,5,medium,2,0.69,227,0
30028984,technical,0,0.93,3,medium,3,0.82,247,0
30028985,management,0,0.85,3,medium,3,0.88,220,0
30028986,IT,0,0.91,3,medium,2,0.89,233,0
30028987,IT,0,0.79,5,medium,5,1,171,0
30028988,IT,0,0.91,4,medium,2,0.66,234,0
30028989,IT,0,0.92,3,medium,2,0.76,176,0
30028990,IT,0,0.62,5,medium,4,0.8,190,0
30028991,product_mng,0,0.86,4,medium,2,0.58,168,0
30028992,product_mng,0,0.93,3,high,3,0.73,205,0
30028993,product_mng,0,0.73,5,low,3,1,189,0
30028994,product_mng,0,0.9,4,medium,4,0.18,282,0
30028995,IT,0,0.46,2,medium,2,0.47,152,0
30028996,RandD,0,0.64,4,medium,4,0.92,217,0
30028997,RandD,0,0.5,4,medium,3,0.51,130,0
30028998,RandD,0,0.62,4,low,4,0.81,153,0
30028999,RandD,0,0.57,3,low,3,0.52,270,0
30029000,RandD,0,0.96,3,low,3,0.95,220,0
30029001,RandD,0,0.64,4,low,3,0.93,253,0
30029002,marketing,0,0.67,4,low,6,0.98,209,0
30029003,sales,0,0.79,4,low,2,0.79,231,0
30029004,accounting,0,0.73,4,low,4,0.99,240,0
30029005,support,0,0.9,5,low,3,0.64,266,0
30029006,technical,0,0.44,3,low,2,0.54,153,0
30029007,management,0,0.59,4,low,2,0.79,187,0
30029008,marketing,0,0.98,4,low,2,0.55,185,0
30029009,marketing,0,0.81,4,low,4,0.18,147,0
30029010,marketing,0,0.81,4,low,3,0.56,188,0
30029011,sales,0,0.67,2,low,2,0.92,252,0
30029012,sales,0,0.75,4,low,2,0.99,163,0
30029013,sales,0,0.85,4,low,2,0.77,189,0
30029014,sales,0,0.52,3,low,2,0.49,156,0
30029015,sales,0,0.58,3,low,3,0.98,183,0
30029016,sales,0,0.54,6,low,5,0.18,209,0
30029017,sales,0,0.82,4,low,4,0.8,271,0
30029018,sales,0,0.77,5,low,2,0.81,251,0
30029019,sales,0,0.61,5,medium,5,0.13,198,0
30029020,sales,1,0.97,3,medium,4,0.58,274,0
30029021,sales,1,0.63,4,medium,3,0.75,209,0
30029022,sales,1,0.94,4,medium,4,0.8,271,0
30029023,sales,1,0.6,4,medium,2,0.78,143,0
30029024,sales,1,0.6,5,medium,3,0.92,236,0
30029025,sales,1,0.98,5,medium,3,0.85,222,0
30029026,sales,1,0.63,3,medium,3,0.52,233,0
30029027,sales,1,0.84,3,medium,3,0.95,270,0
30029028,sales,1,0.92,5,medium,3,0.81,258,0
30029029,sales,1,0.82,6,medium,4,0.16,202,0
30029030,accounting,0,0.74,3,medium,2,0.91,150,0
30029031,accounting,0,0.51,4,high,3,0.62,193,0
30029032,accounting,0,0.42,5,low,5,0.24,210,0
30029033,hr,0,0.51,3,medium,3,0.88,208,0
30029034,hr,0,0.73,3,medium,3,0.94,196,0
30029035,hr,0,0.79,5,medium,4,0.76,187,0
30029036,hr,0,0.67,3,medium,2,0.49,140,0
30029037,technical,0,0.9,4,low,4,0.93,256,0
30029038,technical,0,0.66,4,low,3,0.92,113,0
30029039,technical,0,0.94,4,low,5,0.19,196,0
30029040,technical,0,0.76,3,low,3,0.66,170,0
30029041,technical,0,0.94,4,low,6,0.16,261,0
30029042,technical,0,0.99,5,low,3,0.83,132,0
30029043,technical,0,0.53,3,low,3,0.69,153,0
30029044,technical,0,0.53,3,low,3,0.82,147,0
30029045,technical,0,0.72,5,low,2,0.88,244,0
30029046,technical,0,0.42,4,low,4,0.31,108,0
30029047,technical,0,0.49,4,low,2,0.83,218,0
30029048,support,0,0.52,5,low,3,0.94,133,0
30029049,support,0,0.79,5,low,3,0.65,233,0
30029050,support,0,0.6,4,low,3,0.6,147,0
30029051,support,0,0.43,3,low,3,0.52,176,0
30029052,support,0,0.89,4,low,4,0.66,169,0
30029053,support,0,0.87,4,low,3,0.87,144,0
30029054,support,0,0.99,5,low,3,0.2,151,0
30029055,support,0,0.91,4,medium,3,0.63,252,0
30029056,support,0,0.98,4,medium,3,0.69,180,0
30029057,support,0,0.61,3,medium,3,0.48,251,0
30029058,support,0,0.8,4,medium,4,0.8,263,0
30029059,technical,0,0.74,5,medium,6,0.89,260,0
30029060,technical,0,0.63,3,medium,3,0.67,227,0
30029061,technical,0,0.86,6,medium,3,0.37,260,0
30029062,management,0,0.61,5,medium,3,0.93,158,0
30029063,IT,0,0.52,3,medium,3,0.69,186,0
30029064,IT,0,0.61,4,medium,6,0.16,171,0
30029065,IT,0,0.55,3,medium,2,0.81,199,0
30029066,IT,0,0.63,5,medium,2,0.97,258,0
30029067,IT,0,0.59,4,high,2,0.77,273,0
30029068,product_mng,0,0.78,2,low,3,0.75,259,0
30029069,product_mng,0,0.82,3,medium,3,0.88,265,0
30029070,product_mng,0,0.51,5,medium,4,0.43,168,0
30029071,product_mng,0,0.99,4,medium,4,0.99,163,0
30029072,IT,0,0.65,5,medium,3,0.59,265,0
30029073,RandD,0,0.71,4,low,3,0.89,190,0
30029074,RandD,0,0.73,3,low,3,0.54,157,0
30029075,RandD,0,0.86,4,low,4,0.32,266,0
30029076,RandD,0,0.55,6,low,6,0.17,240,0
30029077,RandD,0,0.55,3,low,3,0.78,143,0
30029078,RandD,0,0.68,3,low,5,0.73,121,0
30029079,IT,0,0.76,2,low,5,0.65,170,0
30029080,IT,0,0.71,4,low,4,0.8,161,0
30029081,IT,0,0.86,3,low,3,0.61,239,0
30029082,IT,0,0.49,3,low,3,0.67,224,0
30029083,product_mng,0,0.57,3,low,3,0.63,242,0
30029084,product_mng,0,0.58,4,low,2,0.51,140,0
30029085,product_mng,0,0.59,5,low,3,0.82,170,0
30029086,product_mng,0,0.67,5,low,2,0.79,156,0
30029087,IT,0,0.6,2,low,5,0.49,113,0
30029088,RandD,0,0.59,3,low,3,0.7,138,0
30029089,RandD,0,0.5,3,low,5,0.13,137,0
30029090,RandD,0,0.52,5,low,3,0.83,217,0
30029091,RandD,0,0.91,3,low,3,0.83,155,0
30029092,RandD,0,0.83,5,low,4,0.19,280,0
30029093,RandD,0,0.81,5,low,2,0.8,248,0
30029094,marketing,0,0.67,2,medium,8,0.49,190,0
30029095,sales,0,0.99,3,medium,8,0.92,176,0
30029096,accounting,0,0.55,4,medium,8,0.81,217,0
30029097,support,0,0.91,3,medium,8,0.62,269,0
30029098,technical,0,0.7,3,medium,8,0.21,238,0
30029099,management,0,0.74,5,medium,6,0.95,243,0
30029100,marketing,0,0.8,4,medium,6,0.51,198,0
30029101,marketing,0,0.89,3,medium,6,0.52,188,0
30029102,marketing,0,0.56,3,medium,6,0.64,257,0
30029103,sales,0,0.79,4,medium,6,0.62,268,0
30029104,sales,0,0.88,5,medium,4,0.73,233,0
30029105,sales,0,0.86,4,medium,5,0.32,214,0
30029106,sales,0,0.96,2,high,3,0.78,285,0
30029107,sales,0,0.91,4,low,2,0.65,224,0
30029108,sales,0,0.92,4,medium,3,0.56,224,0
30029109,sales,0,0.89,3,medium,4,0.96,142,0
30029110,sales,0,0.82,4,medium,3,0.79,220,0
30029111,sales,0,0.58,4,medium,3,0.66,244,0
30029112,sales,0,0.68,4,low,3,0.67,171,0
30029113,sales,0,0.82,4,low,2,0.86,274,0
30029114,sales,0,0.72,4,low,2,0.57,214,0
30029115,sales,0,0.87,5,low,2,0.86,171,0
30029116,sales,0,0.59,5,low,2,0.52,150,0
30029117,sales,0,0.61,4,low,2,0.73,260,0
30029118,sales,0,0.63,5,low,3,0.78,259,0
30029119,sales,0,0.63,3,low,2,0.95,153,0
30029120,sales,0,0.61,3,low,3,0.75,263,0
30029121,sales,0,0.52,2,low,2,0.83,149,0
30029122,accounting,0,1,4,low,3,0.48,261,0
30029123,accounting,0,0.58,2,low,4,0.3,189,0
30029124,accounting,0,0.85,5,low,4,0.72,237,0
30029125,hr,0,0.52,3,low,3,0.61,224,0
30029126,hr,0,0.87,6,low,3,0.31,240,0
30029127,hr,0,0.81,3,low,2,0.62,245,0
30029128,hr,0,0.49,3,low,3,0.48,268,0
30029129,technical,0,0.89,4,low,2,0.97,208,0
30029130,technical,0,0.83,4,low,2,0.61,153,0
30029131,technical,0,0.99,3,low,3,0.93,169,0
30029132,technical,0,0.39,5,low,2,0.89,218,0
30029133,technical,0,0.9,3,medium,3,0.95,155,0
30029134,technical,0,0.44,5,medium,3,0.36,155,0
30029135,technical,0,0.39,6,medium,6,0.29,105,0
30029136,technical,0,0.83,4,medium,2,0.65,251,0
30029137,technical,0,0.54,4,medium,2,0.72,219,0
30029138,technical,0,0.56,4,medium,2,0.51,198,0
30029139,technical,0,0.53,4,medium,2,0.54,158,0
30029140,support,0,0.58,3,medium,2,0.66,157,0
30029141,support,0,0.54,4,medium,2,0.59,178,0
30029142,support,0,0.48,3,medium,2,0.45,145,0
30029143,support,0,0.91,5,medium,3,0.15,230,0
30029144,support,0,0.53,3,medium,3,0.95,174,0
30029145,support,0,0.59,5,high,3,0.49,140,0
30029146,support,0,0.97,3,low,2,0.68,174,0
30029147,support,0,0.76,4,medium,2,0.7,173,0
30029148,support,0,0.73,2,medium,4,0.9,203,0
30029149,support,0,0.95,5,medium,3,0.94,170,0
30029150,support,0,0.86,3,medium,3,0.8,203,0
30029151,technical,0,0.53,5,low,3,0.59,169,0
30029152,technical,0,0.96,3,low,6,0.43,109,0
30029153,technical,0,0.54,5,low,3,0.7,263,0
30029154,management,0,0.62,4,low,3,0.51,185,0
30029155,IT,0,0.49,4,low,5,0.12,191,0
30029156,IT,0,0.56,5,low,4,0.14,259,0
30029157,IT,0,0.91,4,low,3,0.86,253,0
30029158,IT,0,0.5,3,low,3,0.97,216,0
30029159,IT,0,0.86,2,medium,3,1,264,0
30029160,product_mng,0,0.63,3,medium,3,0.49,181,0
30029161,product_mng,0,0.93,3,medium,3,0.9,209,0
30029162,product_mng,0,0.89,4,medium,2,0.82,239,0
30029163,product_mng,0,0.48,3,medium,3,0.59,197,0
30029164,IT,0,0.57,4,medium,2,0.97,150,0
30029165,management,0,0.88,3,medium,10,0.69,164,0
30029166,management,0,0.84,3,medium,8,0.73,216,0
30029167,management,0,0.74,2,medium,8,0.48,271,0
30029168,management,0,0.49,4,medium,8,0.94,176,0
30029169,management,0,0.73,3,medium,8,0.74,156,0
30029170,management,0,0.63,4,medium,8,0.65,143,0
30029171,IT,0,0.94,4,medium,6,0.93,233,0
30029172,IT,0,0.67,3,medium,6,0.57,138,0
30029173,IT,0,0.49,3,medium,6,0.9,259,0
30029174,IT,0,0.86,4,medium,6,0.55,169,0
30029175,product_mng,0,0.73,3,medium,6,0.59,172,0
30029176,product_mng,0,0.98,4,medium,3,0.72,156,0
30029177,product_mng,0,0.52,4,medium,3,0.87,140,0
30029178,product_mng,0,0.82,4,medium,2,0.86,212,0
30029179,IT,0,0.5,4,medium,3,0.61,269,0
30029180,management,0,0.63,5,medium,5,0.45,111,0
30029181,management,0,0.63,4,medium,2,0.51,198,0
30029182,management,0,0.92,4,medium,3,0.87,263,0
30029183,management,0,0.38,5,medium,5,0.29,191,0
30029184,management,0,0.64,3,medium,3,0.57,188,0
30029185,management,0,0.83,4,medium,3,0.69,252,0
30029186,marketing,0,0.9,2,high,3,0.61,142,0
30029187,sales,0,0.85,4,high,3,0.96,247,0
30029188,accounting,0,0.61,6,high,2,0.16,269,0
30029189,support,0,0.82,4,high,3,0.96,244,0
30029190,technical,0,0.81,4,high,3,0.77,164,0
30029191,management,0,0.87,6,high,5,0.85,232,0
30029192,marketing,0,0.49,3,high,3,0.37,177,0
30029193,marketing,0,0.65,3,high,3,0.68,173,0
30029194,marketing,0,0.6,5,high,2,0.87,165,0
30029195,sales,0,0.8,3,high,2,0.95,225,0
30029196,sales,0,0.63,3,low,3,0.84,121,0
30029197,sales,0,0.51,2,low,4,0.44,219,0
30029198,sales,0,0.73,4,low,2,0.94,204,0
30029199,sales,0,0.94,5,low,4,0.85,235,0
30029200,sales,0,0.51,2,low,2,0.75,215,0
30029201,sales,0,0.67,5,low,3,0.76,243,0
30029202,sales,0,0.97,4,low,6,0.13,162,0
30029203,sales,0,0.79,4,low,3,0.6,262,0
30029204,sales,0,0.55,4,low,2,0.45,206,0
30029205,sales,0,1,2,low,4,0.49,125,0
30029206,sales,0,0.36,3,low,5,0.19,167,0
30029207,sales,0,0.89,5,low,5,0.68,218,0
30029208,sales,0,0.91,5,low,3,0.53,181,0
30029209,sales,0,0.77,5,low,3,1,269,0
30029210,sales,0,0.86,3,low,2,0.99,167,0
30029211,sales,0,0.75,6,medium,10,0.29,271,0
30029212,sales,0,0.83,4,medium,8,0.54,201,0
30029213,sales,0,0.9,6,medium,8,0.25,229,0
30029214,accounting,0,0.76,4,medium,8,0.71,148,0
30029215,accounting,0,0.84,3,medium,8,0.96,147,0
30029216,accounting,0,0.9,4,medium,8,0.8,211,0
30029217,hr,0,0.87,5,medium,6,0.82,145,0
30029218,hr,0,0.97,6,medium,6,0.19,269,0
30029219,hr,0,0.74,4,medium,6,0.43,129,0
30029220,hr,0,0.84,3,medium,6,0.62,270,0
30029221,technical,0,0.85,3,medium,6,0.75,250,0
30029222,technical,0,0.48,5,medium,2,0.56,192,0
30029223,technical,0,0.91,4,high,4,0.88,233,0
30029224,technical,0,0.57,4,high,3,0.63,192,0
30029225,technical,0,0.93,3,high,2,0.75,247,0
30029226,technical,0,1,4,high,4,0.74,192,0
30029227,technical,0,0.68,3,high,3,0.55,178,0
30029228,technical,0,0.55,4,high,3,0.87,197,0
30029229,technical,0,0.9,5,high,6,0.13,264,0
30029230,technical,0,0.64,2,high,3,0.33,274,0
30029231,technical,0,0.97,4,low,2,0.89,147,0
30029232,support,0,0.94,3,low,3,0.56,154,0
30029233,support,0,0.61,3,low,2,0.95,224,0
30029234,support,0,0.59,4,low,2,0.57,250,0
30029235,support,0,0.53,3,low,3,0.72,179,0
30029236,support,0,0.44,4,low,2,0.28,170,0
30029237,support,0,0.61,4,low,5,0.54,118,0
30029238,support,0,0.95,4,low,3,0.54,256,0
30029239,support,0,0.8,3,medium,2,0.99,209,0
30029240,support,0,0.69,2,medium,3,0.37,146,0
30029241,support,0,0.87,3,medium,4,0.77,275,0
30029242,support,0,0.88,4,medium,2,0.7,180,0
30029243,technical,0,0.74,3,medium,3,0.8,228,0
30029244,technical,0,0.63,3,medium,3,0.52,204,0
30029245,technical,0,0.55,3,medium,2,0.69,172,0
30029246,management,0,0.62,5,medium,3,0.6,274,0
30029247,IT,0,0.64,3,medium,2,0.74,136,0
30029248,IT,0,0.82,4,medium,3,0.69,252,0
30029249,IT,0,0.89,4,medium,3,0.78,137,0
30029250,IT,0,0.75,4,medium,3,0.77,191,0
30029251,IT,0,0.68,4,medium,4,0.91,132,0
30029252,product_mng,0,0.68,6,medium,5,0.54,249,0
30029253,product_mng,0,0.77,6,medium,6,0.48,274,0
30029254,product_mng,0,0.96,3,medium,3,0.55,194,0
30029255,product_mng,0,0.36,6,medium,2,0.17,191,0
30029256,IT,0,0.83,5,medium,4,0.77,216,0
30029257,IT,0,0.98,3,medium,3,0.93,241,0
30029258,IT,0,0.91,4,medium,5,0.65,243,0
30029259,IT,0,0.52,4,medium,3,0.67,207,0
30029260,IT,0,0.88,3,medium,3,0.95,199,0
30029261,product_mng,0,0.97,6,medium,4,0.61,286,0
30029262,product_mng,0,0.39,4,high,3,0.57,132,0
30029263,product_mng,0,1,4,low,4,0.65,229,0
30029264,product_mng,0,0.81,4,medium,3,0.85,260,0
30029265,IT,0,0.96,3,medium,2,0.61,214,0
30029266,RandD,1,0.9,6,medium,4,0.65,217,0
30029267,RandD,1,0.93,4,medium,2,0.92,225,0
30029268,RandD,1,0.41,2,medium,3,0.37,113,0
30029269,RandD,1,0.77,5,medium,2,0.48,250,0
30029270,RandD,1,0.91,5,medium,2,0.82,271,0
30029271,RandD,1,0.75,4,medium,3,0.84,135,0
30029272,marketing,1,0.46,2,medium,6,0.57,100,0
30029273,sales,1,0.75,4,medium,3,0.8,224,0
30029274,accounting,0,0.91,4,low,4,0.49,134,0
30029275,support,0,0.82,5,low,2,0.79,158,0
30029276,technical,0,0.67,3,low,2,0.48,183,0
30029277,management,0,0.89,4,low,6,0.28,97,0
30029278,marketing,0,0.56,4,low,3,0.47,226,0
30029279,marketing,0,0.6,4,low,4,0.91,235,0
30029280,marketing,0,0.6,4,low,10,0.75,186,0
30029281,sales,0,0.89,3,high,10,0.61,242,0
30029282,sales,0,0.79,3,low,10,0.47,284,0
30029283,sales,0,0.7,2,high,10,0.22,274,0
30029284,sales,0,0.48,4,high,10,0.5,130,0
30029285,sales,0,0.87,3,low,10,0.56,146,0
30029286,sales,0,0.85,4,low,10,0.84,207,0
30029287,sales,0,0.72,4,high,2,0.69,210,0
30029288,sales,0,0.64,3,low,2,0.53,143,0
30029289,sales,0,0.57,4,medium,3,0.17,116,0
30029290,sales,0,0.71,2,high,3,0.48,162,0
30029291,sales,0,0.51,3,medium,3,0.94,242,0
30029292,sales,0,0.89,4,medium,7,0.77,153,0
30029293,sales,0,0.72,5,medium,7,1,194,0
30029294,sales,0,0.65,4,medium,7,0.49,233,0
30029295,sales,0,0.73,4,high,7,0.93,283,0
30029296,sales,0,0.43,3,medium,7,0.38,188,0
30029297,sales,0,0.54,4,medium,6,0.6,182,0
30029298,sales,0,0.82,2,medium,6,0.5,286,0
30029299,sales,0,0.55,5,high,6,0.97,212,0
30029300,accounting,1,0.95,5,medium,6,0.93,176,0
30029301,accounting,1,1,5,high,8,0.5,264,0
30029302,accounting,1,0.84,3,low,8,0.52,261,0
30029303,hr,1,0.71,4,medium,8,0.5,163,0
30029304,hr,1,0.4,3,medium,8,0.55,139,0
30029305,hr,1,0.84,3,medium,8,0.95,261,0
30029306,hr,1,0.42,2,medium,6,0.48,275,0
30029307,technical,1,0.39,5,low,6,0.51,132,0
30029308,technical,0,0.48,3,low,6,0.96,202,0
30029309,technical,0,0.84,4,low,6,0.97,177,0
30029310,technical,0,0.66,5,low,6,0.97,234,0
30029311,technical,0,0.54,4,low,6,0.71,188,0
30029312,technical,0,0.49,5,low,6,0.82,203,0
30029313,technical,0,1,4,low,10,0.57,227,0
30029314,technical,0,0.93,3,low,10,0.48,150,0
30029315,technical,0,0.64,3,low,3,0.71,267,0
30029316,technical,0,0.61,5,low,10,0.63,186,0
30029317,technical,0,0.84,4,high,10,0.99,142,0
30029318,support,0,0.83,3,low,10,0.79,126,0
30029319,support,0,0.85,4,low,10,0.65,201,0
30029320,support,0,0.85,4,low,2,0.7,142,0
30029321,support,0,0.94,4,low,4,0.99,167,0
30029322,support,0,0.62,4,high,2,0.65,258,0
30029323,support,0,0.85,3,low,2,0.92,207,0
30029324,support,0,0.5,4,low,4,0.24,282,0
30029325,support,0,0.89,3,low,5,0.39,188,0
30029326,support,0,0.85,3,high,2,0.82,214,0
30029327,support,0,0.89,4,low,2,0.78,272,0
30029328,support,0,0.79,3,medium,3,0.62,259,0
30029329,technical,0,0.61,5,high,2,0.6,191,0
30029330,technical,0,0.57,3,medium,3,0.49,192,0
30029331,technical,0,0.82,3,high,3,0.82,164,0
30029332,management,0,0.81,4,medium,2,0.48,149,0
30029333,IT,0,0.56,4,medium,3,0.69,149,0
30029334,IT,0,0.89,2,medium,3,0.4,165,0
30029335,IT,0,0.8,3,medium,3,0.72,222,0
30029336,IT,0,0.84,5,medium,3,0.75,222,0
30029337,IT,0,0.77,3,medium,3,0.5,265,0
30029338,product_mng,0,0.5,5,medium,4,0.78,247,0
30029339,product_mng,0,0.45,4,medium,2,0.76,147,0
30029340,product_mng,0,0.52,3,high,3,0.94,273,0
30029341,product_mng,0,0.94,6,low,4,0.24,144,0
30029342,IT,0,0.66,3,medium,2,0.99,181,0
30029343,management,0,0.64,3,medium,2,0.67,198,0
30029344,management,0,0.57,5,medium,4,0.76,255,0
30029345,management,0,0.77,4,medium,10,0.76,169,0
30029346,management,0,0.64,4,medium,10,0.55,201,0
30029347,management,0,0.6,4,medium,10,0.74,274,0
30029348,management,0,0.85,4,medium,10,0.81,134,0
30029349,IT,0,0.67,3,medium,10,0.98,190,0
30029350,IT,0,0.98,4,medium,10,0.98,170,0
30029351,product_mng,0,0.91,3,high,10,0.58,154,0
30029352,product_mng,0,0.75,3,low,2,0.18,142,0
30029353,product_mng,0,0.67,5,low,2,0.57,235,0
30029354,product_mng,0,0.62,3,low,3,0.7,110,0
30029355,IT,0,0.77,3,high,3,0.49,211,0
30029356,management,1,0.56,4,medium,3,0.7,214,0
30029357,management,1,0.93,5,medium,7,0.16,210,0
30029358,management,1,0.59,3,medium,7,0.58,207,0
30029359,management,1,0.57,4,medium,7,0.66,161,0
30029360,management,1,0.55,2,medium,7,0.51,102,0
30029361,management,1,0.84,4,medium,7,0.48,186,0
30029362,marketing,1,0.71,3,low,6,0.56,211,0
30029363,sales,1,0.62,3,low,6,0.81,240,0
30029364,accounting,0,0.7,4,low,6,0.57,237,0
30029365,support,0,0.53,3,low,6,0.66,164,0
30029366,technical,0,0.91,6,low,8,0.22,222,0
30029367,management,0,0.71,3,medium,8,0.96,205,0
30029368,marketing,0,0.88,4,medium,8,0.87,140,0
30029369,marketing,0,0.42,2,medium,8,0.61,103,0
30029370,marketing,0,0.85,3,medium,8,0.66,178,0
30029371,sales,0,0.51,4,medium,6,0.9,137,0
30029372,sales,0,0.67,3,medium,6,0.64,143,0
30029373,sales,0,0.82,4,medium,6,0.76,170,0
30029374,sales,0,0.41,5,medium,6,0.97,135,0
30029375,sales,0,0.76,3,medium,6,0.69,174,0
30029376,sales,0,0.55,3,medium,6,0.98,166,0
30029377,sales,0,0.61,5,medium,6,0.18,174,0
30029378,sales,0,0.91,3,medium,10,0.62,251,0
30029379,sales,0,0.37,6,high,10,0.29,187,0
30029380,sales,0,0.48,5,low,3,0.87,170,0
30029381,sales,0,0.64,3,medium,10,0.91,241,0
30029382,sales,0,0.79,3,medium,10,0.53,221,0
30029383,sales,0,0.73,4,medium,10,0.69,257,0
30029384,sales,0,0.58,4,medium,10,0.14,275,0
30029385,sales,0,0.77,4,low,2,0.7,245,0
30029386,sales,0,0.75,6,low,6,0.77,246,0
30029387,sales,0,0.76,6,low,6,0.77,263,0
30029388,sales,0,0.99,3,low,4,0.76,133,0
30029389,sales,0,0.49,4,low,3,0.66,157,0
30029390,accounting,0,0.95,3,low,4,0.5,198,0
30029391,accounting,0,0.9,5,low,3,0.57,145,0
30029392,accounting,0,0.62,6,low,2,0.97,118,0
30029393,hr,0,0.99,5,low,5,0.26,184,0
30029394,hr,0,0.62,3,low,2,0.72,243,0
30029395,hr,0,0.93,3,low,2,0.83,247,0
30029396,hr,0,0.4,3,low,3,0.55,158,0
30029397,technical,0,0.74,5,low,2,0.77,243,0
30029398,technical,0,0.63,4,low,5,0.24,203,0
30029399,technical,0,0.96,3,low,3,0.8,161,0
30029400,technical,0,0.59,4,low,3,0.5,214,0
30029401,technical,0,0.59,4,low,3,0.66,179,0
30029402,technical,0,0.77,4,low,2,0.66,188,0
30029403,technical,0,0.81,3,low,3,0.66,174,0
30029404,technical,0,0.83,3,low,4,0.96,177,0
30029405,technical,0,0.94,5,low,4,0.75,194,0
30029406,technical,0,0.77,3,medium,2,0.78,244,0
30029407,technical,0,0.82,4,medium,2,0.57,269,0
30029408,support,0,0.68,2,medium,3,0.78,159,0
30029409,support,0,0.88,4,medium,2,0.57,140,0
30029410,support,0,0.56,5,medium,2,0.84,224,0
30029411,support,0,0.94,5,medium,4,0.23,242,0
30029412,support,0,0.37,3,medium,3,0.53,180,0
30029413,support,0,0.71,3,medium,3,0.82,150,0
30029414,support,0,0.64,5,medium,3,0.59,269,0
30029415,support,0,0.52,2,medium,2,0.5,178,0
30029416,support,0,0.74,2,medium,3,1,187,0
30029417,support,0,0.61,3,medium,2,0.94,140,0
30029418,support,0,0.61,4,high,2,0.86,193,0
30029419,technical,0,0.49,4,low,2,0.73,243,0
30029420,technical,0,0.94,3,medium,3,0.49,144,0
30029421,technical,0,0.73,2,medium,2,0.79,147,0
30029422,management,0,0.5,6,medium,3,0.83,165,0
30029423,IT,0,0.67,3,medium,2,0.85,176,0
30029424,IT,0,0.37,3,low,6,0.65,170,0
30029425,IT,0,0.65,4,low,2,0.94,213,0
30029426,IT,0,0.81,4,low,2,0.76,242,0
30029427,IT,0,0.54,4,low,3,0.77,139,0
30029428,product_mng,0,0.91,4,low,3,0.77,239,0
30029429,product_mng,0,0.64,5,low,2,0.59,123,0
30029430,product_mng,0,0.9,3,low,4,0.69,185,0
30029431,product_mng,0,0.85,4,low,2,0.51,186,0
30029432,IT,0,0.67,3,low,3,0.8,178,0
